nom,genre,parti,changements,ch1-legislature,ch1-hansard,ch1-parti,ch2-legislature,ch2-hansard,ch2-parti,province,urlPhoto
Gerald Soroka,H,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SorokaGerald_CPC.jpg
Gérard Deltell,H,PCC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DeltellGérard_CPC.jpg
Gerry Ritz,H,PCC,0,,,,,,,Saskatchewan,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/RitzGerry_CPC.jpg
Ginette Petitpas Taylor,F,PLC,0,,,,,,,Nouveau-Brunswick,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PetitpasTaylorGinette_Lib.jpg
Glen Motz,H,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MotzGlen_CPC.jpg
Gord Johns,H,NPD,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JohnsGord_NDP.jpg
Gordie Hogg,H,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/HoggGordie_Lib.jpg
Gordon Brown,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BrownGordon_CPC.jpg
Greg Fergus,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FergusGreg_Lib.jpg
Greg McLean,H,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McLeanGreg_CPC.jpg
Gudie Hutchings,F,PLC,0,,,,,,,Terre-Neuve-et-Labrador,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HutchingsGudie_Lib.jpg
Guy Caron,H,NPD,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/CaronGuy_NDP.jpg
Guy Lauzon,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/LauzonGuy_CPC.jpg
Han Dong,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DongHan_Lib.jpg
Harjit S. Sajjan,H,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SajjanHarjit_Lib.jpg
Harold Albrecht,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/AlbrechtHarold_CPC.jpg
Heath MacDonald,H,PLC,0,,,,,,,Île-du-Prince-Édouard,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MacDonaldHeath_CPC.jpg
Heather McPherson,F,NPD,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McPhersonHeather_NDP.jpg
Hedy Fry,F,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FryHedy_Lib.jpg
Helena Jaczek,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JaczekHelena_Lib.jpg
Hélène Laverdière,F,NPD,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/LaverdièreHélène_NDP.jpg
Hunter Tootoo,H,PLC,1,421,12,Ind.,,,,Nunavut,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/TootooHunter_Lib.jpg
Iqra Khalid,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KhalidIqra_Lib.jpg
Iqwinder Gaheer,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GaheerIqwinder_Lib.jpg
Irek Kusmierczyk,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KusmierczykIrek_Lib.jpg
Irene Mathyssen,F,NPD,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/MathyssenIrene_NDP.jpg
Jack Harris,H,NPD,0,,,,,,,Terre-Neuve-et-Labrador,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/HarrisJack_NDP.jpg
Jacques Gourde,H,PCC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GourdeJacques_CPC.jpg
Jag Sahota,F,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SahotaJag_CPC.jpg
Jagmeet,H,NPD,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SinghJagmeet_NDP.jpg
Jagmeet Singh,H,NPD,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SinghJagmeet_NDP.jpg
Jaime Battiste,H,PLC,0,,,,,,,Nouvelle-Écosse,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BattisteJaime_Lib.jpg
Jake Stewart,H,PCC,0,,,,,,,Nouveau-Brunswick,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/StewartJake_CPC.jpg
James Bezan,H,PCC,0,,,,,,,Manitoba,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BezanJames_CPC.jpg
James Cumming,H,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/CummingJames_CPC.jpg
James Maloney,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MaloneyJames_Lib.jpg
Jamie Schmale,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SchmaleJamie_CPC.jpg
Jane Philpott,F,PLC,1,421,401,Ind.,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/PhilpottJane_Lib.jpg
Jason Kenney,H,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/KenneyJason_CPC.jpg
Jasraj Singh Hallan,H,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HallanJasrajSingh_CPC.jpg
Jati Sidhu,H,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/SidhuJati_Lib.jpg
Jean Rioux,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/RiouxJean_Lib.jpg
Jean Yip,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/YipJean_Lib.jpg
Jean-Claude Poissant,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/PoissantJeanClaude_Lib.jpg
Jean-Denis Garon,H,BQ,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GaronJeanDenis_BQ.jpg
Jean-Yves Duclos,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DuclosJeanYves_Lib.jpg
Jenica Atwin,F,PLC,0,,,,,,,Nouveau-Brunswick,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AtwinJenica_Lib.jpg
Jenna Sudds,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SuddsJenna_Lib.jpg
Jennifer O'Connell,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/OConnellJennifer_Lib.jpg
Jennifer O’Connell,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/OConnellJennifer_Lib.jpg
Jenny Kwan,F,NPD,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KwanJenny_NDP.jpg
Jeremy Patzer,H,PCC,0,,,,,,,Saskatchewan,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PatzerJeremy_CPC.jpg
Jim Carr,H,PLC,0,,,,,,,Manitoba,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CarrJim_Lib.jpg
Jim Eglinski,H,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/EglinskiJim_CPC.jpg
Jim Hillyer,H,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/HillyerJim_CPC.jpg
Joanne Thompson,F,PLC,0,,,,,,,Terre-Neuve-et-Labrador,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ThompsonJoanne_Lib.jpg
Jody Wilson-Raybould,F,PLC,1,421,401,Ind.,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/WilsonRaybouldJody_Ind.jpg
Joe Peschisolido,H,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/PeschisolidoJoe_Lib.jpg
Joël Godin,H,PCC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GodinJoël_CPC.jpg
Joël Lightbound,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LightboundJoël_Lib.jpg
John Aldag,H,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AldagJohn_Lib.jpg
John Barlow,H,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BarlowJohn_CPC.jpg
John Brassard,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BrassardJohn_CPC.jpg
John McCallum,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/McCallumJohn_LIB.jpg
John McKay,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McKayJohn_Lib.jpg
John Nater,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/NaterJohn_CPC.jpg
John Oliver,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/OliverJohn_Lib.jpg
John Williamson,H,PCC,0,,,,,,,Nouveau-Brunswick,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WilliamsonJohn_CPC.jpg
Jonathan Wilkinson,H,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WilkinsonJonathan_Lib.jpg
Joyce Murray,F,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MurrayJoyce_Lib.jpg
Judy A. Sgro,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SgroJudyA_Lib.jpg
Judy Foote,F,PLC,0,,,,,,,Terre-Neuve-et-Labrador,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/FooteJudy_Lib.jpg
Judy Sgro,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SgroJudyA_Lib.jpg
Julie Dabrusin,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DabrusinJulie_Lib.jpg
Julie Dzerowicz,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DzerowiczJulie_Lib.jpg
Julie Vignola,F,BQ,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VignolaJulie_BQ.jpg
Justin Trudeau,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/TrudeauJustin_LIB.jpg
K. Kellie Leitch,F,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/LeitchKKellie_CPC.jpg
Kamal Khera,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KheraKamal_Lib.jpg
Karen Ludwig,F,PLC,0,,,,,,,Nouveau-Brunswick,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/LudwigKaren_Lib.jpg
Karen McCrimmon,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/McCrimmonKaren_Lib.jpg
Karen Vecchio,F,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VecchioKaren_CPC.jpg
Karina Gould,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GouldKarina_Lib.jpg
Karine Trudel,F,NPD,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/TrudelKarine_NDP.jpg
Kate Young,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/YoungKate_Lib.jpg
Kelly Block,F,PCC,0,,,,,,,Saskatchewan,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BlockKelly_CPC.jpg
Kelly McCauley,H,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McCauleyKelly_CPC.jpg
Ken Hardie,H,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HardieKen_Lib.jpg
Ken McDonald,H,PLC,0,,,,,,,Terre-Neuve-et-Labrador,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McDonaldKen_Lib.jpg
Kennedy Stewart,H,NPD,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/StewartKennedy_NDP.jpg
Kenny Chiu,H,PCC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ChiuKenny_CPC.jpg
Kent Hehr,H,PLC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/HehrKent_Lib.jpg
Kerry Diotte,H,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/DiotteKerry_CPC.jpg
Kerry-Lynne Findlay,F,PCC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FindlayKerryLynne_CPC.jpg
Kevin Lamoureux,H,PLC,0,,,,,,,Manitoba,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LamoureuxKevin_Lib.jpg
Kevin Sorenson,H,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/SorensonKevin_CPC.jpg
Kevin Vuong,H,Ind.,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VuongKevin_Ind.jpg
Kevin Waugh,H,PCC,0,,,,,,,Saskatchewan,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WaughKevin_CPC.jpg
Kim Rudd,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/RuddKim_Lib.jpg
Kirsty Duncan,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DuncanKirsty_Lib.jpg
Kody Blois,H,PLC,0,,,,,,,Nouvelle-Écosse,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BloisKody_Lib.jpg
Kristina Michaud,F,BQ,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MichaudKristina_BQ.jpg
Kyle Peterson,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/PetersonKyle_Lib.jpg
Kyle Seeback,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SeebackKyle_CPC.jpg
Laila Goodridge,F,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GoodridgeLaila_CPC.jpg
Larry Bagnell,H,PLC,0,,,,,,,Yukon,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BagnellLarry_Lib.jpg
Larry Brock,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BrockLarry_CPC.jpg
Larry Maguire,H,PCC,0,,,,,,,Manitoba,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MaguireLarry_CPC.jpg
Larry Miller,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/MillerLarry_CPC.jpg
Laurel Collins,F,NPD,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CollinsLaurel_NDP.jpg
Lawrence MacAulay,H,PLC,0,,,,,,,Île-du-Prince-Édouard,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MacAulayLawrence_Lib.jpg
Leah Gazan,F,NPD,0,,,,,,,Manitoba,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GazanLeah_NDP.jpg
Leah Taylor Roy,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/TaylorRoyLeah_Lib.jpg
Len Webber,H,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WebberLen_CPC.jpg
Lena Metlege Diab,F,PLC,0,,,,,,,Nouvelle-Écosse,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DiabLenaMetlege_Lib.jpg
Lenore Zann,F,PLC,0,,,,,,,Nouvelle-Écosse,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ZannLenore_Lib.jpg
Leona Alleslev,F,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/AlleslevLeona_CPC.jpg
Leslyn Lewis,F,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LewisLeslyn_CPC.jpg
Lianne Rood,F,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RoodLianne_CPC.jpg
Linda Duncan,F,NPD,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/DuncanLinda_NDP.jpg
Linda Lapointe,F,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/LapointeLinda_Lib.jpg
Lindsay Mathyssen,F,NPD,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MathyssenLindsay_NDP.jpg
Lisa Hepfner,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HepfnerLisa_Lib.jpg
Lisa Marie Barron,F,NPD,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BarronLisaMarie_NDP.jpg
Lisa Raitt,F,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/RaittLisa_CPC.jpg
Lloyd Longfield,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LongfieldLloyd_Lib.jpg
Lori Idlout,F,NPD,0,,,,,,,Nunavut,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/IdloutLori_NDP.jpg
Louis Plamondon,H,BQ,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PlamondonLouis_BQ.jpg
Louise Chabot,F,BQ,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChabotLouise_BQ.jpg
Louise Charbonneau,F,BQ,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/CharbonneauLouise_BQ.jpg
Luc Berthold,H,PCC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BertholdLuc_CPC.jpg
Luc Desilets,H,BQ,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DesiletsLuc_BQ.jpg
Luc Thériault,H,BQ,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ThériaultLuc_BQ.jpg
Lyne Bessette,F,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BessetteLyne_Lib.jpg
Majid Jowhari,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JowhariMajid_Lib.jpg
Maninder Sidhu,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SidhuManinder_Lib.jpg
Marc Dalton,H,PCC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DaltonMarc_CPC.jpg
Marc Garneau,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SerréMarc_Lib.jpg
Marc Miller,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GarneauMarc_Lib.jpg
Marc Serré,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MillerMarc_Lib.jpg
Marci Ien,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/IenMarci_Lib.jpg
Marco Mendicino,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MendicinoMarco_Lib.jpg
Marcus Powlowski,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PowlowskiMarcus_Lib.jpg
Marie-France Lalonde,F,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BibeauMarie-Claude_Lib.jpg
Marie-Hélène Gaudreau,F,BQ,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LalondeMarieFrance_Lib.jpg
Marilène Gill,F,BQ,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GaudreauMarieHélène_BQ.jpg
Marilyn Gladu,F,PCC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GillMarilène_BQ.jpg
Mario Beaulieu,H,BQ,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GladuMarilyn_CPC.jpg
Mario Simard,H,BQ,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BeaulieuMario_BQ.jpg
Marjolaine Boutin-Sweet,F,NPD,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SimardMario_BQ.jpg
Mark Eyking,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BoutinSweetMarjolaine_NDP.jpg
Mark Gerretsen,H,PLC,0,,,,,,,Nouvelle-Écosse,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/EykingMark_Lib.jpg
Mark Holland,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GerretsenMark_Lib.jpg
Mark Strahl,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HollandMark_Lib.jpg
Mark Warawa,H,PCC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/StrahlMark_CPC.jpg
Martin Champoux,H,BQ,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/WarawaMark_CPC.jpg
Martin Shields,H,PCC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChampouxMartin_BQ.jpg
Marty Morantz,H,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ShieldsMartin_CPC.jpg
Marwan Tabbara,H,PLC,1,432,7,Ind.,,,,Manitoba,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MorantzMarty_CPC.jpg
Mary Ng,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/TabbaraMarwan_Lib.jpg
MaryAnn Mihychuk,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/NgMary_Lib.jpg
Matt DeCourcey,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/MonsefMaryam_Lib.jpg
