nom,genre,parti,changements,ch1-legislature,ch1-hansard,ch1-parti,ch2-legislature,ch2-hansard,ch2-parti,province,urlPhoto
Matt Jeneroux,H,PCC,0,,,,,,,Manitoba,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/MihychukMaryAnn_Lib.jpg
Matthew Dubé,H,NPD,0,,,,,,,Nouveau-Brunswick,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/DeCourceyMatt_Lib.jpg
Matthew Green,H,NPD,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JenerouxMatt_CPC.jpg
Mauril Bélanger,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/DubéMatthew_NDP.jpg
Maxime Bernier,H,PCC,1,421,327,PPC,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GreenMatthew_NDP.jpg
Maxime Blanchette-Joncas,H,BQ,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BélangerMauril_Lib.jpg
Mel Arnold,H,PCC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BernierMaxime_CPC.jpg
Mélanie Joly,F,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/Blanchette-JoncasMaxime_BQ.jpg
Melissa Lantsman,F,PCC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ArnoldMel_CPC.jpg
Michael Barrett,H,PCC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JolyMélanie_Lib.jpg
Michael Chong,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LantsmanMelissa_CPC.jpg
Michael Cooper,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BarrettMichael_CPC.jpg
Michael Coteau,H,PLC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CooperMichael_CPC.jpg
Michael Kram,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CoteauMichael_Lib.jpg
Michael Levitt,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChongMichaelD_CPC.jpg
Michael McLeod,H,PLC,0,,,,,,,Saskatchewan,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KramMichael_CPC.jpg
Michel Boudrias,H,BQ,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/LevittMichael_Lib.jpg
Michel Picard,H,PLC,0,,,,,,,Territoires du Nord-Ouest,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McLeodMichaelV_Lib.jpg
Michelle Ferreri,F,PCC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BoudriasMichel_BQ.jpg
Michelle Rempel,F,PCC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/PicardMichel_Lib.jpg
Michelle Rempel Garner,F,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FerreriMichelle_CPC.jpg
Mike Bossio,H,PLC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RempelMichelle_CPC.jpg
Mike Kelloway,H,PLC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RempelMichelle_CPC.jpg
Mike Lake,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BossioMike_Lib.jpg
Mike Morrice,H,PV,0,,,,,,,Nouvelle-Écosse,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KellowayMike_Lib.jpg
Mona Fortier,F,PLC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LakeMike_CPC.jpg
Mona Fortier ,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MorriceMike_GP.jpg
Monique Pauzé,F,BQ,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FortierMona_Lib.jpg
Mumilaaq Qaqqaq,F,NPD,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PauzéMonique_BQ.jpg
Murray Rankin,H,NPD,0,,,,,,,Nunavut,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/QaqqaqMumilaaq_NDP.jpg
Nathalie Sinclair-Desgagné,F,BQ,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/RankinMurray_NDP.jpg
Nathan Cullen,H,NPD,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SinclairDesgagnéNathalie_BQ.jpg
Nathaniel Erskine-Smith,H,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/CullenNathan_NDP.jpg
Navdeep Bains,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/Erskine-SmithNathaniel_Lib.jpg
Neil Ellis,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BainsNavdeep_Lib.jpg
Nelly Shin,F,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/EllisNeil_Lib.jpg
Nick Whalen,H,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ShinNelly_CPC.jpg
Nicola Di Iorio,H,PLC,0,,,,,,,Terre-Neuve-et-Labrador,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/WhalenNick_Lib.jpg
Niki Ashton,F,NPD,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/DiIorioNicola_Lib.jpg
Omar Alghabra,H,PLC,0,,,,,,,Manitoba,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AshtonNiki_NDP.jpg
Pablo Rodriguez,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AlghabraOmar_Lib.jpg
Pam Damoff,F,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RodriguezPablo_Lib.jpg
Pam Goldsmith-Jones,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DamoffPam_lib.jpg
Pamela Goldsmith-Jones,F,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/GoldsmithJonesPamela_Lib.jpg
Parm Bains,H,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BainsParm_Lib.jpg
Pat Finnigan,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/StOngePascale_Lib.jpg
Pat Kelly,H,PCC,0,,,,,,,Nouveau-Brunswick,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/FinniganPat_Lib.jpg
Patricia Lattanzio,F,PLC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KellyPat_CPC.jpg
Patrick Weiler,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LattanzioPatricia_Lib.jpg
Patty Hajdu,F,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WeilerPatrick_Lib.jpg
Paul Chiang,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HajduPatty_Lib.jpg
Paul Lefebvre,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChiangPaul_Lib.jpg
Paul Manly,H,PV,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/LefebvrePaul_Lib.jpg
Peter Fonseca,H,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ManlyPaul_GP.jpg
Peter Fragiskatos,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FonsecaPeter_Lib.jpg
Peter Julian,H,NPD,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FragiskatosPeter_Lib.jpg
Peter Kent,H,PCC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JulianPeter_NDP.jpg
Peter Schiefke,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/KentPeter_CPC.jpg
Peter Van Loan,H,PCC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SchiefkePeter_Lib.jpg
Phil McColeman,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/VanLoanPeter_CPC.jpg
Philip Lawrence,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/McColemanPhil_CPC.jpg
Pierre Breton,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LawrencePhilip_CPC.jpg
Pierre Nantel,H,NPD,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BretonPierre_Lib.jpg
Pierre Paul-Hus,H,PCC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/NantelPierre_NDP.jpg
Pierre Poilievre,H,PCC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PaulHusPierre_CPC.jpg
Pierre-Luc Dusseault,H,NPD,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PoilievrePierre_CPC.jpg
Rachael Harder,F,PCC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/DusseaultPierreLuc_NDP.jpg
Rachael Thomas,F,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ThomasRachael_CPC.jpg
Rachel Bendayan,F,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BendayanRachel_Lib.jpg
Rachel Blaney,F,NPD,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BlaneyRachel_NDP.jpg
Raj Grewal,H,PLC,1,421,386,Ind.,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/GrewalRaj_Lib.jpg
Raj Saini,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SainiRaj_Lib.jpg
Ralph Goodale,H,PLC,0,,,,,,,Saskatchewan,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/GoodaleRalph_Lib.jpg
Ramesh Sangha,H,PLC,1,432,60,Ind.,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SanghaRamesh_Lib.jpg
Ramez Ayoub,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/AyoubRamez_Lib.jpg
Randall Garrison,H,NPD,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GarrisonRandall_NDP.jpg
Randeep Sarai,H,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SaraiRandeep_Lib.jpg
Randy Boissonnault,H,PLC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BoissonnaultRandy_Lib.jpg
Randy Hoback,H,PCC,0,,,,,,,Saskatchewan,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HobackRandy_CPC.jpg
Raquel Dancho,F,PCC,0,,,,,,,Manitoba,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DanchoRaquel_CPC.jpg
Rechie Valdez,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ValdezRechie_Lib.jpg
Rémi Massé,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/MasséRémi_Lib.jpg
René Arseneault,H,PLC,0,,,,,,,Nouveau-Brunswick,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ArseneaultRené_Lib.jpg
René Villemure,H,BQ,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VillemureRené_BQ.jpg
Rhéal Éloi Fortin,H,BQ,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FortinRhéal_BQ.jpg
Rhéal Fortin,H,BQ,0,,,,,,,Nouveau-Brunswick,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BragdonRichard_CPC.jpg
Richard Bragdon,H,PCC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CanningsRichard_NDP.jpg
Richard Cannings,H,NPD,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/HébertRichard_Lib.jpg
Richard Hébert,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LehouxRichard_CPC.jpg
Richard Lehoux,H,PCC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MartelRichard_CPC.jpg
Richard Martel,H,PCC,0,,,,,,,Nouvelle-Écosse,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PerkinsRick_CPC.jpg
Rick Perkins,H,PCC,0,,,,,,,Nouveau-Brunswick,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MooreRob_CPC.jpg
Rob Moore,H,PCC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MorrisonRob_CPC.jpg
Rob Morrison,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/NicholsonRob_CPC.jpg
Rob Nicholson,H,PCC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/AubinRobert_NDP.jpg
Robert Aubin,H,NPD,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/NaultRobert_Lib.jpg
Robert Kitchen,H,PCC,0,,,,,,,Île-du-Prince-Édouard,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MorrisseyRobertJ._Lib.jpg
Robert Morrissey,H,PLC,0,,,,,,,Saskatchewan,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KitchenRobert_CPC.jpg
Robert Nault,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/OliphantRobert_Lib.jpg
Robert Oliphant,H,PLC,0,,,,,,,Manitoba,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/SopuckRobert_CPC.jpg
Robert Sopuck,H,PCC,0,,,,,,,Manitoba,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/OuelletteRobertFalcon_Lib.jpg
Robert-Falcon Ouellette,H,PLC,0,,,,,,,Nouvelle-Écosse,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/CuznerRodger_Lib.jpg
Rodger Cuzner,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/SaganashRomeo_NDP.jpg
Romeo Saganash,H,NPD,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LiepertRon_CPC.jpg
Ron Liepert,H,PCC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McKinnonRon_Lib.jpg
Ron McKinnon,H,PLC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/AmbroseRona_CPC.jpg
Rona Ambrose,H,PCC,0,,,,,,,Saskatchewan,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FalkRosemarie_CPC.jpg
Rosemarie Falk,F,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SahotaRuby_Lib.jpg
Ruby Sahota,F,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BrosseauRuthEllen_NDP.jpg
Ruth Ellen Brosseau,F,NPD,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/TurnbullRyan_CPC.jpg
Ryan Turnbull,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WilliamsRyan_CPC.jpg
Ryan Williams,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ZahidSalma_Lib.jpg
Salma Zahid,F,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ZuberiSameer_Lib.jpg
Sameer Zuberi,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DavidsonScot_CPC.jpg
Scot Davidson,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AitchisonScott_CPC.jpg
Scott Aitchison,H,PCC,0,,,,,,,Nouvelle-Écosse,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BrisonScott_Lib.jpg
Scott Brison,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/DuvallScott_NDP.jpg
Scott Duvall,H,NPD,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ReidScott_CPC.jpg
Scott Reid,H,PCC,0,,,,,,,Terre-Neuve-et-Labrador,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SimmsScott_Lib.jpg
Scott Simms,H,PLC,0,,,,,,,Terre-Neuve-et-Labrador,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/OReganSeamus_Lib.jpg
Seamus O'Regan,H,PLC,0,,,,,,,Île-du-Prince-Édouard,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CaseySean_Lib.jpg
Sean Casey,H,PLC,0,,,,,,,Nouvelle-Écosse,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FraserSean_Lib.jpg
Sean Fraser,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LemireSébastien_BQ.jpg
Sébastien Lemire,H,BQ,0,,,,,,,Nouveau-Brunswick,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CormierSerge_Lib.jpg
Serge Cormier,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AliShafqat_Lib.jpg
Shafqat Ali,H,PLC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/StubbsShannon_CPC.jpg
Shannon Stubbs,F,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChenShaun_Lib.jpg
Shaun Chen,H,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/MalcolmsonSheila_NDP.jpg
Sheila Malcolmson,F,NPD,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KrampNeumanShelby_CPC.jpg
Shelby Kramp-Neuman,F,PCC,0,,,,,,,Saskatchewan,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BensonSheri_NDP.jpg
Sheri Benson,F,NPD,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RomanadoSherry_Lib.jpg
Sherry Romanado,F,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/MarcilSimon_BQ.jpg
Simon Marcil,H,BQ,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SavardTremblaySimonPierre_BQ.jpg
Simon-Pierre Savard-Tremblay,H,BQ,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SidhuSonia_Lib.jpg
Sonia Sidhu,F,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChatelSophie_Lib.jpg
Sophie Chatel,F,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MartinezFerradaSoraya_Lib.jpg
Soraya Martinez Ferrada,F,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BergeronStéphane_BQ.jpg
Stéphane Bergeron,H,BQ,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/DionStéphane_Lib.jpg
Stéphane Dion,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LauzonStéphane_Lib.jpg
Stéphane Lauzon,H,PLC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KusieStephanie_CPC.jpg
Stephanie Kusie,F,PCC,0,,,,,,,Nouvelle-Écosse,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/EllisStephen_CPC.jpg
Stephen Ellis,H,PCC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/FuhrStephen_Lib.jpg
Stephen Fuhr,H,PLC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/HarperStephen_CPC.jpg
Steven Blaney,H,PCC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BlaneySteven_CPC.jpg
Steven MacKinnon,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GuilbeaultSteven_Lib.jpg
Sukh Dhaliwal,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MacKinnonSteven_Lib.jpg
Sven Spengemann,H,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DhaliwalSukh_Lib.jpg
Sylvie Bérubé,F,BQ,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SpengemannSven_Lib.jpg
Sylvie Boucher,F,PCC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BérubéSylvie_BQ.jpg
T.J. Harvey,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BoucherSylvie_CPC.jpg
Tako Van Popta,H,PCC,0,,,,,,,Nouveau-Brunswick,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/HarveyTJ_Lib.jpg
Taleeb Noormohamed,H,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VanPoptaTako_CPC.jpg
Tamara Jansen,F,PCC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/NoormohamedTaleeb_Lib.jpg
Taylor Bachrach,H,NPD,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/JansenTamara_CPC.jpg
Ted Falk,H,PCC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BachrachTaylor_NDP.jpg
Terry Beech,H,PLC,0,,,,,,,Manitoba,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FalkTed_CPC.jpg
Terry Dowdall,H,PCC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BeechTerry_Lib.jpg
Terry Duguid,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DowdallTerry_CPC.jpg
Terry Sheehan,H,PLC,0,,,,,,,Manitoba,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DuguidTerry_Lib.jpg
Thomas Mulcair,H,NPD,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SheehanTerry_Lib.jpg
Tim Louis,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/MulcairThomas_NDP.jpg
